"symbol","uniprot","ensembl","entrez","name","geneset"
"HNRNPM","P52272","ENSG00000099783",4670,"Heterogeneous nuclear ribonucleoprotein M","CFTR interactome WT all"
"HNRNPC","P07910","ENSG00000092199",3183,"Heterogeneous nuclear ribonucleoproteins C1/C2","CFTR interactome WT all"
"UBR5","O95071","ENSG00000104517",51366,"E3 ubiquitin-protein ligase UBR5","CFTR interactome WT all"
"PABPC5","Q96DU9","ENSG00000174740",140886,"Polyadenylate-binding protein 5","CFTR interactome WT all"
"RPLP0","P05388","ENSG00000089157",6175,"60S acidic ribosomal protein P0","CFTR interactome WT all"
"RPL3","P39023","ENSG00000100316",6122,"60S ribosomal protein L3","CFTR interactome WT all"
"RPL28","P46779","ENSG00000108107",6158,"60S ribosomal protein L28","CFTR interactome WT all"
"RPLP1","P05386","ENSG00000137818",6176,"60S acidic ribosomal protein P1","CFTR interactome WT all"
"RPLP2","P05387","ENSG00000177600",6181,"60S acidic ribosomal protein P2","CFTR interactome WT all"
"HNRNPUL1","Q9BUJ2","ENSG00000105323",11100,"Heterogeneous nuclear ribonucleoprotein U-like protein 1","CFTR interactome WT all"
"TIMM50","Q3ZCQ8","ENSG00000105197",92609,"Mitochondrial import inner membrane translocase subunit TIM50","CFTR interactome WT all"
"SRSF9","Q13242","ENSG00000111786",8683,"Serine/arginine-rich splicing factor 9","CFTR interactome WT all"
"PABPC1L","Q4VXU2","ENSG00000101104",80336,"Polyadenylate-binding protein 1-like","CFTR interactome WT all"
"PABPC4","Q13310","ENSG00000090621",8761,"Polyadenylate-binding protein 4","CFTR interactome WT all"
"TP53BP1","Q12888","ENSG00000067369",7158,"TP53-binding protein 1","CFTR interactome WT all"
"PPP2CA","P67775","ENSG00000113575",5515,"Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform","CFTR interactome WT all"
"SSR4","P51571","ENSG00000180879",6748,"Translocon-associated protein subunit delta","CFTR interactome WT all"
"IRS4","O14654","ENSG00000133124",8471,"Insulin receptor substrate 4","CFTR interactome WT all"
"DDOST","P39656","ENSG00000244038",1650,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit","CFTR interactome WT all"
"SF3B2","Q13435","ENSG00000087365",10992,"Splicing factor 3B subunit 2","CFTR interactome WT all"
"FBXO21","O94952","ENSG00000135108",23014,"F-box only protein 21","CFTR interactome WT all"
"ATXN10","Q9UBB4","ENSG00000130638",25814,"Ataxin-10","CFTR interactome WT all"
"APMAP","Q9HDC9","ENSG00000101474",57136,"Adipocyte plasma membrane-associated protein","CFTR interactome WT all"
"CALHM3","Q86XJ0","ENSG00000183128",119395,"Calcium homeostasis modulator protein 3","CFTR interactome WT all"
"CCT8","P50990","ENSG00000156261",10694,"T-complex protein 1 subunit theta","CFTR interactome WT all"
"COG6","Q9Y2V7","ENSG00000133103",57511,"Conserved oligomeric Golgi complex subunit 6","CFTR interactome WT all"
"CPNE1","Q99829","ENSG00000214078",8904,"Copine-1","CFTR interactome WT all"
"CTNNB1","P35222","ENSG00000168036",1499,"Catenin beta-1","CFTR interactome WT all"
"DCTN1","Q14203","ENSG00000204843",1639,"Dynactin subunit 1","CFTR interactome WT all"
"DES","P17661","ENSG00000175084",1674,"Desmin","CFTR interactome WT all"
"DNM2","P50570","ENSG00000079805",1785,"Dynamin-2","CFTR interactome WT all"
"EXOC8","Q8IYI6","ENSG00000116903",149371,"Exocyst complex component 8","CFTR interactome WT all"
"FABP5","Q01469","ENSG00000164687",2171,"Fatty acid-binding protein 5","CFTR interactome WT all"
"FASN","P49327","ENSG00000169710",2194,"Fatty acid synthase","CFTR interactome WT all"
"RACK1","P63244","ENSG00000204628",10399,"Receptor of activated protein C kinase 1","CFTR interactome WT all"
"IDH3B","O43837","ENSG00000101365",3420,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial","CFTR interactome WT all"
"IGF2BP2","Q9Y6M1","ENSG00000073792",10644,"Insulin-like growth factor 2 mRNA-binding protein 2","CFTR interactome WT all"
"CIP2A","Q8TCG1","ENSG00000163507",57650,"Protein CIP2A","CFTR interactome WT all"
"LAMA5","O15230","ENSG00000130702",3911,"Laminin subunit alpha-5","CFTR interactome WT all"
"LAMP1","P11279","ENSG00000185896",3916,"Lysosome-associated membrane glycoprotein 1","CFTR interactome WT all"
"LTF","P02788","ENSG00000012223",4057,"Lactotransferrin","CFTR interactome WT all"
"MYL12A","P19105","ENSG00000101608",10627,"Myosin regulatory light chain 12A","CFTR interactome WT all"
"NAP1L1","P55209","ENSG00000187109",4673,"Nucleosome assembly protein 1-like 1","CFTR interactome WT all"
"NUP210","Q8TEM1","ENSG00000132182",23225,"Nuclear pore membrane glycoprotein 210","CFTR interactome WT all"
"PCMT1","P22061","ENSG00000120265",5110,"Protein-L-isoaspartate(D-aspartate) O-methyltransferase","CFTR interactome WT all"
"PGRMC2","O15173","ENSG00000164040",10424,"Membrane-associated progesterone receptor component 2","CFTR interactome WT all"
"PPP2R1A","P30153","ENSG00000105568",5518,"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform","CFTR interactome WT all"
"PRDX2","P32119","ENSG00000167815",7001,"Peroxiredoxin-2","CFTR interactome WT all"
"PSMC6","P62333","ENSG00000100519",5706,"26S proteasome regulatory subunit 10B","CFTR interactome WT all"
"PTMA","P06454","ENSG00000187514",5757,"Prothymosin alpha","CFTR interactome WT all"
"QARS1","P47897","ENSG00000172053",5859,"Glutamine--tRNA ligase","CFTR interactome WT all"
"RASEF","Q8IZ41","ENSG00000165105",158158,"Ras and EF-hand domain-containing protein","CFTR interactome WT all"
"LTN1","O94822","ENSG00000198862",26046,"E3 ubiquitin-protein ligase listerin","CFTR interactome WT all"
"RPL14","P50914","ENSG00000188846",9045,"60S ribosomal protein L14","CFTR interactome WT all"
"RPL21","P46778","ENSG00000122026",6144,"60S ribosomal protein L21","CFTR interactome WT all"
"RPL24","P83731","ENSG00000114391",6152,"60S ribosomal protein L24","CFTR interactome WT all"
"RPL32","P62910","ENSG00000144713",6161,"60S ribosomal protein L32","CFTR interactome WT all"
"RPL7","P18124","ENSG00000147604",6129,"60S ribosomal protein L7","CFTR interactome WT all"
"RPL8","P62917","ENSG00000161016",6132,"60S ribosomal protein L8","CFTR interactome WT all"
"RPS12","P25398","ENSG00000112306",6206,"40S ribosomal protein S12","CFTR interactome WT all"
"SAAL1","Q96ER3","ENSG00000166788",113174,"Protein SAAL1","CFTR interactome WT all"
"SLC25A3","Q00325","ENSG00000075415",5250,"Phosphate carrier protein, mitochondrial","CFTR interactome WT all"
"SPTAN1","Q13813","ENSG00000197694",6709,"Spectrin alpha chain, non-erythrocytic 1","CFTR interactome WT all"
"THADA","Q6YHU6","ENSG00000115970",63892,"Thyroid adenoma-associated protein","CFTR interactome WT all"
"TMOD2","Q9NZR1","ENSG00000128872",29767,"Tropomodulin-2","CFTR interactome WT all"
"TOP2A","P11388","ENSG00000131747",7153,"DNA topoisomerase 2-alpha","CFTR interactome WT all"
"TPI1","P60174","ENSG00000111669",7167,"Triosephosphate isomerase","CFTR interactome WT all"
"UBR4","Q5T4S7","ENSG00000127481",23352,"E3 ubiquitin-protein ligase UBR4","CFTR interactome WT all"
"XPO1","O14980","ENSG00000082898",7514,"Exportin-1","CFTR interactome WT all"
"XPOT","O43592","ENSG00000184575",11260,"Exportin-T","CFTR interactome WT all"
"CCDC80","Q76M96","ENSG00000091986",151887,"Coiled-coil domain-containing protein 80","CFTR interactome WT all"
"UGGT1","Q9NYU2","ENSG00000136731",56886,"UDP-glucose:glycoprotein glucosyltransferase 1","CFTR interactome DF508-CFTR specific"
"CBR1","P16152","ENSG00000159228",873,"Carbonyl reductase [NADPH] 1","CFTR interactome DF508-CFTR specific"
"HSD17B4","P51659","ENSG00000133835",3295,"Peroxisomal multifunctional enzyme type 2","CFTR interactome DF508-CFTR specific"
"SRP14","P37108","ENSG00000140319",6727,"Signal recognition particle 14 kDa protein","CFTR interactome DF508-CFTR specific"
"DSTN","P60981","ENSG00000125868",11034,"Destrin","CFTR interactome DF508-CFTR specific"
"CNN2","Q99439","ENSG00000064666",1265,"Calponin-2","CFTR interactome DF508-CFTR specific"
"HAX1","O00165","ENSG00000143575",10456,"HCLS1-associated protein X-1","CFTR interactome DF508-CFTR specific"
"FSCN1","Q16658","ENSG00000075618",6624,"Fascin","CFTR interactome DF508-CFTR specific"
"SERPINA1","P01009","ENSG00000197249",5265,"Alpha-1-antitrypsin","CFTR interactome DF508-CFTR specific"
"UQCRC1","P31930","ENSG00000010256",7384,"Cytochrome b-c1 complex subunit 1, mitochondrial","CFTR interactome DF508-CFTR specific"
"VTN","P04004","ENSG00000109072",7448,"Vitronectin","CFTR interactome DF508-CFTR specific"
"HSPB1","P04792","ENSG00000106211",3315,"Heat shock protein beta-1","CFTR interactome DF508-CFTR specific"
"TNKS1BP1","Q9C0C2","ENSG00000149115",85456,"182 kDa tankyrase-1-binding protein","CFTR interactome DF508-CFTR specific"
"TAX1BP1","Q86VP1","ENSG00000106052",8887,"Tax1-binding protein 1","CFTR interactome DF508-CFTR specific"
"BAG3","O95817","ENSG00000151929",9531,"BAG family molecular chaperone regulator 3","CFTR interactome DF508-CFTR specific"
"GLO1","Q04760","ENSG00000124767",2739,"Lactoylglutathione lyase","CFTR interactome DF508-CFTR specific"
"PPP2R2B","Q00005","ENSG00000156475",5521,"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform","CFTR interactome DF508-CFTR specific"
"CCAR2","Q8N163","ENSG00000158941",57805,"Cell cycle and apoptosis regulator protein 2","CFTR interactome DF508-CFTR specific"
"CTSD","P07339","ENSG00000117984",1509,"Cathepsin D","CFTR interactome DF508-CFTR specific"
"RARS1","P54136","ENSG00000113643",5917,"Arginine--tRNA ligase, cytoplasmic","CFTR interactome DF508-CFTR specific"
"ACLY","P53396","ENSG00000131473",47,"ATP-citrate synthase","CFTR interactome DF508-CFTR specific"
"UPF1","Q92900","ENSG00000005007",5976,"Regulator of nonsense transcripts 1","CFTR interactome DF508-CFTR specific"
"ABCC11","Q96J66","ENSG00000121270",85320,"ATP-binding cassette sub-family C member 11","CFTR interactome DF508-CFTR specific"
"TPR","P12270","ENSG00000047410",7175,"Nucleoprotein TPR","CFTR interactome DF508-CFTR specific"
"UBA1","P22314","ENSG00000130985",7317,"Ubiquitin-like modifier-activating enzyme 1","CFTR interactome DF508-CFTR specific"
"SPATA5","Q8NB90","ENSG00000145375",166378,"ATPase family protein 2 homolog","CFTR interactome DF508-CFTR specific"
"PDXK","O00764","ENSG00000160209",8566,"Pyridoxal kinase","CFTR interactome DF508-CFTR specific"
"TOR4A","Q9NXH8","ENSG00000198113",54863,"Torsin-4A","CFTR interactome DF508-CFTR specific"
"MAT2A","P31153","ENSG00000168906",4144,"S-adenosylmethionine synthase isoform type-2","CFTR interactome DF508-CFTR specific"
"RFC5","P40937","ENSG00000111445",5985,"Replication factor C subunit 5","CFTR interactome DF508-CFTR specific"
"RFC2","P35250","ENSG00000049541",5982,"Replication factor C subunit 2","CFTR interactome DF508-CFTR specific"
"TP53","P04637","ENSG00000141510",7157,"Cellular tumor antigen p53","CFTR interactome DF508-CFTR specific"
"MCM2","P49736","ENSG00000073111",4171,"DNA replication licensing factor MCM2","CFTR interactome DF508-CFTR specific"
"ABCB10","Q9NRK6","ENSG00000135776",23456,"ATP-binding cassette sub-family B member 10, mitochondrial","CFTR interactome DF508-CFTR specific"
"YME1L1","Q96TA2","ENSG00000136758",10730,"ATP-dependent zinc metalloprotease YME1L1","CFTR interactome DF508-CFTR specific"
"AGK","Q53H12","ENSG00000262327",55750,"Acylglycerol kinase, mitochondrial","CFTR interactome DF508-CFTR specific"
"ATAD3A","Q9NVI7","ENSG00000197785",55210,"ATPase family AAA domain-containing protein 3A","CFTR interactome DF508-CFTR specific"
"MOV10","Q9HCE1","ENSG00000155363",4343,"Helicase MOV-10","CFTR interactome DF508-CFTR specific"
"ATP5PD","O75947","ENSG00000167863",10476,"ATP synthase subunit d, mitochondrial","CFTR interactome DF508-CFTR specific"
"ATP5MG","O75964","ENSG00000167283",10632,"ATP synthase subunit g, mitochondrial","CFTR interactome DF508-CFTR specific"
"AHSA1","O95433","ENSG00000100591",10598,"Activator of 90 kDa heat shock protein ATPase homolog 1","CFTR interactome DF508-CFTR specific"
"UBXN1","Q04323","ENSG00000162191",51035,"UBX domain-containing protein 1","CFTR interactome DF508-CFTR specific"
"PARK7","Q99497","ENSG00000116288",11315,"Parkinson disease protein 7","CFTR interactome DF508-CFTR specific"
"LAMB3","Q13751","ENSG00000196878",3914,"Laminin subunit beta-3","CFTR interactome DF508-CFTR specific"
"ZYG11B","Q9C0D3","ENSG00000162378",79699,"Protein zyg-11 homolog B","CFTR interactome DF508-CFTR specific"
"PGAM1","P18669","ENSG00000171314",5223,"Phosphoglycerate mutase 1","CFTR interactome DF508-CFTR specific"
"PGAM2","P15259","ENSG00000164708",5224,"Phosphoglycerate mutase 2","CFTR interactome DF508-CFTR specific"
"PGAM4","Q8N0Y7","ENSG00000226784",441531,"Probable phosphoglycerate mutase 4","CFTR interactome DF508-CFTR specific"
"ITGA3","P26006","ENSG00000005884",3675,"Integrin alpha-3","CFTR interactome DF508-CFTR specific"
"SERPINC1","P01008","ENSG00000117601",462,"Antithrombin-III","CFTR interactome DF508-CFTR specific"
"CALML3","P27482","ENSG00000178363",810,"Calmodulin-like protein 3","CFTR interactome DF508-CFTR specific"
"CAST","P20810","ENSG00000153113",831,"Calpastatin","CFTR interactome DF508-CFTR specific"
"FAF2","Q96CS3","ENSG00000113194",23197,"FAS-associated factor 2","CFTR interactome DF508-CFTR specific"
"ERH","P84090","ENSG00000100632",2079,"Enhancer of rudimentary homolog","CFTR interactome DF508-CFTR specific"
"CLPTM1","O96005","ENSG00000104853",1209,"Cleft lip and palate transmembrane protein 1","CFTR interactome DF508-CFTR specific"
"ITGB4","P16144","ENSG00000132470",3691,"Integrin beta-4","CFTR interactome DF508-CFTR specific"
"FTH1","P02794","ENSG00000167996",2495,"Ferritin heavy chain","CFTR interactome DF508-CFTR specific"
"PDIA4","P13667","ENSG00000155660",9601,"Protein disulfide-isomerase A4","CFTR interactome DF508-CFTR specific"
"DNAJB1","P25685","ENSG00000132002",3337,"DnaJ homolog subfamily B member 1","CFTR interactome DF508-CFTR specific"
"ALG1","Q9BT22","ENSG00000033011",56052,"Chitobiosyldiphosphodolichol beta-mannosyltransferase","CFTR interactome DF508-CFTR specific"
"COPE","O14579","ENSG00000105669",11316,"Coatomer subunit epsilon","CFTR interactome DF508-CFTR specific"
"COPB1","P53618","ENSG00000129083",1315,"Coatomer subunit beta","CFTR interactome DF508-CFTR specific"
"COPA","P53621","ENSG00000122218",1314,"Coatomer subunit alpha","CFTR interactome DF508-CFTR specific"
"SSR1","P43307","ENSG00000124783",6745,"Translocon-associated protein subunit alpha","CFTR interactome DF508-CFTR specific"
"ITCH","Q96J02","ENSG00000078747",83737,"E3 ubiquitin-protein ligase Itchy homolog","CFTR interactome DF508-CFTR specific"
"MVP","Q14764","ENSG00000013364",9961,"Major vault protein","CFTR interactome DF508-CFTR specific"
"CAPN2","P17655","ENSG00000162909",824,"Calpain-2 catalytic subunit","CFTR interactome DF508-CFTR specific"
"PPA1","Q15181","ENSG00000180817",5464,"Inorganic pyrophosphatase","CFTR interactome DF508-CFTR specific"
"EIF3A","Q14152","ENSG00000107581",8661,"Eukaryotic translation initiation factor 3 subunit A","CFTR interactome DF508-CFTR specific"
"RPL37A","P61513","ENSG00000197756",6168,"60S ribosomal protein L37a","CFTR interactome DF508-CFTR specific"
"RPL36","Q9Y3U8","ENSG00000130255",25873,"60S ribosomal protein L36","CFTR interactome DF508-CFTR specific"
"SAMHD1","Q9Y3Z3","ENSG00000101347",25939,"Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","CFTR interactome DF508-CFTR specific"
"STRBP","Q96SI9","ENSG00000165209",55342,"Spermatid perinuclear RNA-binding protein","CFTR interactome DF508-CFTR specific"
"POLR2E","P19388","ENSG00000099817",5434,"DNA-directed RNA polymerases I, II, and III subunit RPABC1","CFTR interactome DF508-CFTR specific"
"H1-10","Q92522","ENSG00000184897",8971,"Histone H1.10","CFTR interactome DF508-CFTR specific"
"SMARCC2","Q8TAQ2","ENSG00000139613",6601,"SWI/SNF complex subunit SMARCC2","CFTR interactome DF508-CFTR specific"
"PSMD4","P55036","ENSG00000159352",5710,"26S proteasome non-ATPase regulatory subunit 4","CFTR interactome DF508-CFTR specific"
"PSMD3","O43242","ENSG00000108344",5709,"26S proteasome non-ATPase regulatory subunit 3","CFTR interactome DF508-CFTR specific"
"PSMD1","Q99460","ENSG00000173692",5707,"26S proteasome non-ATPase regulatory subunit 1","CFTR interactome DF508-CFTR specific"
"PSMB1","P20618","ENSG00000008018",5689,"Proteasome subunit beta type-1","CFTR interactome DF508-CFTR specific"
"PSMD14","O00487","ENSG00000115233",10213,"26S proteasome non-ATPase regulatory subunit 14","CFTR interactome DF508-CFTR specific"
"PSMA7","O14818","ENSG00000101182",5688,"Proteasome subunit alpha type-7","CFTR interactome DF508-CFTR specific"
"PSMA4","P25789","ENSG00000041357",5685,"Proteasome subunit alpha type-4","CFTR interactome DF508-CFTR specific"
"PSMB2","P49721","ENSG00000126067",5690,"Proteasome subunit beta type-2","CFTR interactome DF508-CFTR specific"
"PSMB4","P28070","ENSG00000159377",5692,"Proteasome subunit beta type-4","CFTR interactome DF508-CFTR specific"
"PSMD11","O00231","ENSG00000108671",5717,"26S proteasome non-ATPase regulatory subunit 11","CFTR interactome DF508-CFTR specific"
"PSMA2","P25787","ENSG00000106588",5683,"Proteasome subunit alpha type-2","CFTR interactome DF508-CFTR specific"
"PSMD12","O00232","ENSG00000197170",5718,"26S proteasome non-ATPase regulatory subunit 12","CFTR interactome DF508-CFTR specific"
"PSMD7","P51665","ENSG00000103035",5713,"26S proteasome non-ATPase regulatory subunit 7","CFTR interactome DF508-CFTR specific"
"PSMA8","Q8TAA3","ENSG00000154611",143471,"Proteasome subunit alpha-type 8","CFTR interactome DF508-CFTR specific"
"PURB","Q96QR8","ENSG00000146676",5814,"Transcriptional activator protein Pur-beta","CFTR interactome DF508-CFTR specific"
"PHB","P35232","ENSG00000167085",5245,"Prohibitin","CFTR interactome DF508-CFTR specific"
"AUP1","Q9Y679","ENSG00000115307",550,"Lipid droplet-regulating VLDL assembly factor AUP1","CFTR interactome DF508-CFTR specific"
"DNAJB12","Q9NXW2","ENSG00000148719",54788,"DnaJ homolog subfamily B member 12","CFTR interactome DF508-CFTR specific"
"TM9SF2","Q99805","ENSG00000125304",9375,"Transmembrane 9 superfamily member 2","CFTR interactome DF508-CFTR specific"
"ZW10","O43264","ENSG00000086827",9183,"Centromere/kinetochore protein zw10 homolog","CFTR interactome DF508-CFTR specific"
"SAR1A","Q9NR31","ENSG00000079332",56681,"GTP-binding protein SAR1a","CFTR interactome DF508-CFTR specific"
"ERLIN1","O75477","ENSG00000107566",10613,"Erlin-1","CFTR interactome DF508-CFTR specific"
"AMFR","Q9UKV5","ENSG00000159461",267,"E3 ubiquitin-protein ligase AMFR","CFTR interactome DF508-CFTR specific"
"DERL2","Q9GZP9","ENSG00000072849",51009,"Derlin-2","CFTR interactome DF508-CFTR specific"
"DNAJB2","P25686","ENSG00000135924",3300,"DnaJ homolog subfamily B member 2","CFTR interactome DF508-CFTR specific"
"HDAC2","Q92769","ENSG00000196591",3066,"Histone deacetylase 2","CFTR interactome DF508-CFTR specific"
"TNS3","Q68CZ2","ENSG00000136205",64759,"Tensin-3","CFTR interactome DF508-CFTR specific"
"AKAP12","Q02952","ENSG00000131016",9590,"A-kinase anchor protein 12","CFTR interactome DF508-CFTR specific"
"TUBG2","Q9NRH3","ENSG00000037042",27175,"Tubulin gamma-2 chain","CFTR interactome DF508-CFTR specific"
"SLC25A10","Q9UBX3","ENSG00000183048",1468,"Mitochondrial dicarboxylate carrier","CFTR interactome DF508-CFTR specific"
"PTGES","O14684","ENSG00000148344",9536,"Prostaglandin E synthase","CFTR interactome DF508-CFTR specific"
"AIMP1","Q12904","ENSG00000164022",9255,"Aminoacyl tRNA synthase complex-interacting multifunctional protein 1","CFTR interactome DF508-CFTR specific"
"GANAB","Q14697","ENSG00000089597",23193,"Neutral alpha-glucosidase AB","CFTR interactome DF508-CFTR specific"
"LMAN2","Q12907","ENSG00000169223",10960,"Vesicular integral-membrane protein VIP36","CFTR interactome DF508-CFTR specific"
"SEC16A","O15027","ENSG00000148396",9919,"Protein transport protein Sec16A","CFTR interactome DF508-CFTR specific"
"SURF4","O15260","ENSG00000280951",6836,"Surfeit locus protein 4","CFTR interactome DF508-CFTR specific"
"RAC2","P15153","ENSG00000128340",5880,"Ras-related C3 botulinum toxin substrate 2","CFTR interactome DF508-CFTR specific"
"MX2","P20592","ENSG00000183486",4600,"Interferon-induced GTP-binding protein Mx2","CFTR interactome DF508-CFTR specific"
"RAB3B","P20337","ENSG00000169213",5865,"Ras-related protein Rab-3B","CFTR interactome DF508-CFTR specific"
"CDH1","P12830","ENSG00000039068",999,"Cadherin-1","CFTR interactome DF508-CFTR specific"
"GDI1","P31150","ENSG00000203879",2664,"Rab GDP dissociation inhibitor alpha","CFTR interactome DF508-CFTR specific"
"IL1R2","P27930","ENSG00000115590",7850,"Interleukin-1 receptor type 2","CFTR interactome DF508-CFTR specific"
"DAP3","P51398","ENSG00000132676",7818,"28S ribosomal protein S29, mitochondrial","CFTR interactome DF508-CFTR specific"
"ESYT1","Q9BSJ8","ENSG00000139641",23344,"Extended synaptotagmin-1","CFTR interactome DF508-CFTR specific"
"TMEM165","Q9HC07","ENSG00000134851",55858,"Transmembrane protein 165","CFTR interactome DF508-CFTR specific"
"SORCS1","Q8WY21","ENSG00000108018",114815,"VPS10 domain-containing receptor SorCS1","CFTR interactome DF508-CFTR specific"
"TRAFD1","O14545","ENSG00000135148",10906,"TRAF-type zinc finger domain-containing protein 1","CFTR interactome DF508-CFTR specific"
"ISG15","P05161","ENSG00000187608",9636,"Ubiquitin-like protein ISG15","CFTR interactome DF508-CFTR specific"
"KDELR1","P24390","ENSG00000105438",10945,"ER lumen protein-retaining receptor 1","CFTR interactome DF508-CFTR specific"
"KDELR2","P33947","ENSG00000136240",11014,"ER lumen protein-retaining receptor 2","CFTR interactome DF508-CFTR specific"
"SLC25A12","O75746","ENSG00000115840",8604,"Calcium-binding mitochondrial carrier protein Aralar1","CFTR interactome DF508-CFTR specific"
"LDHAL6A","Q6ZMR3","ENSG00000166800",160287,"L-lactate dehydrogenase A-like 6A","CFTR interactome DF508-CFTR specific"
"LDHB","P07195","ENSG00000111716",3945,"L-lactate dehydrogenase B chain","CFTR interactome DF508-CFTR specific"
"EBNA1BP2","Q99848","ENSG00000117395",10969,"Probable rRNA-processing protein EBP2","CFTR interactome DF508-CFTR specific"
"MRPL11","Q9Y3B7","ENSG00000174547",65003,"39S ribosomal protein L11, mitochondrial","CFTR interactome DF508-CFTR specific"
"MMS19","Q96T76","ENSG00000155229",64210,"MMS19 nucleotide excision repair protein homolog","CFTR interactome DF508-CFTR specific"
"CTBP2","P56545","ENSG00000175029",1488,"C-terminal-binding protein 2","CFTR interactome DF508-CFTR specific"
"UGDH","O60701","ENSG00000109814",7358,"UDP-glucose 6-dehydrogenase","CFTR interactome DF508-CFTR specific"
"NDUFA9","Q16795","ENSG00000139180",4704,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial","CFTR interactome DF508-CFTR specific"
"PLD3","Q8IV08","ENSG00000105223",23646,"5'-3' exonuclease PLD3","CFTR interactome DF508-CFTR specific"
"TAF10","Q12962","ENSG00000166337",6881,"Transcription initiation factor TFIID subunit 10","CFTR interactome DF508-CFTR specific"
"EIF3E","P60228","ENSG00000104408",3646,"Eukaryotic translation initiation factor 3 subunit E","CFTR interactome DF508-CFTR specific"
"WDR61","Q9GZS3","ENSG00000140395",80349,"WD repeat-containing protein 61","CFTR interactome DF508-CFTR specific"
"NCBP2","P52298","ENSG00000114503",22916,"Nuclear cap-binding protein subunit 2","CFTR interactome DF508-CFTR specific"
"RPL10A","P62906","ENSG00000198755",4736,"60S ribosomal protein L10a","CFTR interactome DF508-CFTR specific"
"LRPPRC","P42704","ENSG00000138095",10128,"Leucine-rich PPR motif-containing protein, mitochondrial","CFTR interactome DF508-CFTR specific"
"DAZAP1","Q96EP5","ENSG00000071626",26528,"DAZ-associated protein 1","CFTR interactome DF508-CFTR specific"
"RPL34","P49207","ENSG00000109475",6164,"60S ribosomal protein L34","CFTR interactome DF508-CFTR specific"
"SLIRP","Q9GZT3","ENSG00000119705",81892,"SRA stem-loop-interacting RNA-binding protein, mitochondrial","CFTR interactome DF508-CFTR specific"
"SNRPA","P09012","ENSG00000077312",6626,"U1 small nuclear ribonucleoprotein A","CFTR interactome DF508-CFTR specific"
"NCBP1","Q09161","ENSG00000136937",4686,"Nuclear cap-binding protein subunit 1","CFTR interactome DF508-CFTR specific"
"ARL6IP4","Q66PJ3","ENSG00000182196",51329,"ADP-ribosylation factor-like protein 6-interacting protein 4","CFTR interactome DF508-CFTR specific"
"ICAM1","P05362","ENSG00000090339",3383,"Intercellular adhesion molecule 1","CFTR interactome DF508-CFTR specific"
"GFPT1","Q06210","ENSG00000198380",2673,"Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1","CFTR interactome DF508-CFTR specific"
"BSG","P35613","ENSG00000172270",682,"Basigin","CFTR interactome DF508-CFTR specific"
"RTRAF","Q9Y224","ENSG00000087302",51637,"RNA transcription, translation and transport factor protein","CFTR interactome DF508-CFTR specific"
"CDH3","P22223","ENSG00000062038",1001,"Cadherin-3","CFTR interactome DF508-CFTR specific"
"CHUK","O15111","ENSG00000213341",1147,"Inhibitor of nuclear factor kappa-B kinase subunit alpha","CFTR interactome DF508-CFTR specific"
"DCTN2","Q13561","ENSG00000175203",10540,"Dynactin subunit 2","CFTR interactome DF508-CFTR specific"
"DPM1","O60762","ENSG00000000419",8813,"Dolichol-phosphate mannosyltransferase subunit 1","CFTR interactome DF508-CFTR specific"
"EIF3M","Q7L2H7","ENSG00000149100",10480,"Eukaryotic translation initiation factor 3 subunit M","CFTR interactome DF508-CFTR specific"
"NOP53","Q9NZM5","ENSG00000105373",29997,"Ribosome biogenesis protein NOP53","CFTR interactome DF508-CFTR specific"
"IQGAP3","Q86VI3","ENSG00000183856",128239,"Ras GTPase-activating-like protein IQGAP3","CFTR interactome DF508-CFTR specific"
"ITGB1","P05556","ENSG00000150093",3688,"Integrin beta-1","CFTR interactome DF508-CFTR specific"
"KLHDC10","Q6PID8","ENSG00000128607",23008,"Kelch domain-containing protein 10","CFTR interactome DF508-CFTR specific"
"KPNA6","O60684","ENSG00000025800",23633,"Importin subunit alpha-7","CFTR interactome DF508-CFTR specific"
"MYO18A","Q92614","ENSG00000196535",399687,"Unconventional myosin-XVIIIa","CFTR interactome DF508-CFTR specific"
"PRPF39","Q86UA1","ENSG00000185246",55015,"Pre-mRNA-processing factor 39","CFTR interactome DF508-CFTR specific"
"PSMB5","P28074","ENSG00000100804",5693,"Proteasome subunit beta type-5","CFTR interactome DF508-CFTR specific"
"PSMD8","P48556","ENSG00000099341",5714,"26S proteasome non-ATPase regulatory subunit 8","CFTR interactome DF508-CFTR specific"
"PTCD3","Q96EY7","ENSG00000132300",55037,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial","CFTR interactome DF508-CFTR specific"
"PXDN","Q92626","ENSG00000130508",7837,"Peroxidasin homolog","CFTR interactome DF508-CFTR specific"
"PYGL","P06737","ENSG00000100504",5836,"Glycogen phosphorylase, liver form","CFTR interactome DF508-CFTR specific"
